MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp3pm,RainToday,RainTomorrow
11.2,20.1,0.0,3.0,7.0,W,41,W,SSW,19,81,63,6,5,19.0,No,Yes
12.7,18.6,6.0,2.4,0.8,W,41,SSW,ESE,19,91,90,7,7,17.1,Yes,Yes
15.2,17.7,26.4,3.4,0.0,W,41,E,SSE,26,85,94,7,8,16.4,Yes,Yes
12.5,20.5,61.4,1.0,4.4,W,41,W,SSW,22,80,67,5,7,17.4,Yes,No
9.5,18.5,0.4,2.2,6.5,W,41,W,SW,28,64,70,1,7,15.2,No,Yes
9.1,15.5,4.2,3.4,3.9,W,41,W,SSW,24,60,77,2,7,14.3,Yes,No
9.1,18.5,0.4,4.8,9.0,W,41,W,NE,22,78,62,5,4,16.3,No,No
9.5,16.7,0.0,2.2,7.2,W,41,W,WNW,6,71,34,5,3,15.7,No,No
10.3,17.2,0.0,3.8,7.2,W,41,W,SSW,26,48,30,5,4,16.8,No,No
6.2,17.4,0.0,3.2,9.8,W,41,W,W,19,64,37,0,1,16.9,No,No
9.0,16.7,0.0,3.0,9.6,W,41,W,S,20,63,42,1,2,15.8,No,No
6.6,17.9,0.0,3.8,9.5,W,41,W,S,22,66,50,1,1,17.1,No,No
6.9,18.3,0.0,1.8,9.5,W,41,W,ENE,22,75,50,5,4,17.8,No,No
8.1,19.3,0.0,2.0,9.3,W,41,W,ENE,17,86,56,5,4,17.6,No,No
9.1,18.9,0.0,1.6,9.6,W,41,WNW,ENE,11,89,59,2,2,18.3,No,No
10.6,17.3,0.0,4.0,1.7,W,41,NNW,N,11,67,69,8,5,16.6,No,No
9.5,20.2,0.0,3.0,9.8,W,41,W,ESE,19,71,40,5,4,20.0,No,Yes
10.1,16.0,8.2,3.4,4.2,W,41,W,S,15,95,80,7,4,15.7,Yes,Yes
12.6,15.6,4.0,2.2,0.2,W,41,SSE,S,17,83,90,7,7,14.6,Yes,Yes
11.8,17.0,18.8,0.6,5.2,W,41,W,E,15,96,64,7,2,17.0,Yes,No
12.2,18.4,0.0,3.2,2.8,W,41,W,N,13,83,65,6,6,18.4,No,No
13.5,20.0,1.0,1.4,4.0,W,41,WNW,WSW,20,78,50,7,2,19.7,No,No
6.7,14.9,0.0,2.8,6.8,W,41,W,SSW,20,72,53,1,6,13.9,No,No
5.5,15.8,0.0,2.0,9.7,W,41,W,W,22,68,36,1,1,15.3,No,No
4.7,14.4,0.0,2.6,9.9,W,41,WNW,WSW,13,63,36,0,0,14.4,No,No
4.3,16.1,0.0,3.0,9.3,W,41,W,WNW,11,70,41,0,1,15.7,No,No
6.4,17.1,0.0,2.0,8.6,W,41,W,W,20,70,40,4,4,16.9,No,No
7.6,12.1,0.0,2.0,0.0,W,41,W,W,15,74,65,7,8,11.9,No,No
7.7,16.3,0.6,1.8,9.8,W,41,W,SSW,24,68,38,1,2,15.6,No,No
7.8,17.8,0.0,3.2,8.8,W,41,W,S,22,68,56,2,4,16.9,No,No
8.8,13.5,0.0,3.4,0.1,W,41,W,W,20,76,83,7,8,13.1,No,Yes
9.7,17.2,4.2,0.4,3.5,W,41,W,SSW,7,95,67,6,7,15.1,Yes,Yes
9.6,16.0,2.6,1.4,2.9,W,41,W,S,22,83,70,7,6,15.3,Yes,Yes
9.7,15.6,32.0,0.0,3.8,W,41,WNW,S,19,96,83,6,7,13.9,Yes,Yes
8.6,17.6,4.6,2.0,4.8,W,41,W,ENE,17,95,65,6,7,16.6,Yes,No
9.9,19.0,0.2,1.2,1.0,W,41,N,NW,13,61,76,7,7,17.3,No,No
10.1,16.9,0.2,2.0,2.1,W,41,W,WNW,19,87,61,6,7,16.0,No,No
11.4,18.6,0.0,0.6,0.0,W,41,W,NNE,7,83,78,7,8,17.7,No,No
13.9,18.1,1.0,1.8,8.0,W,41,WNW,WNW,20,56,33,3,1,17.4,No,No
10.4,18.2,0.0,5.2,9.8,W,41,W,WSW,24,50,34,1,3,17.4,No,No
7.2,18.2,0.0,4.4,9.4,W,41,W,S,24,63,46,2,2,16.2,No,No
7.1,18.5,0.0,2.6,9.9,W,41,W,E,26,71,39,1,1,18.4,No,No
7.3,19.4,0.0,2.0,10.0,W,41,W,ESE,20,81,40,0,1,18.7,No,No
8.7,16.7,0.0,3.6,0.8,W,41,W,SSW,15,67,53,6,7,15.0,No,No
8.0,16.5,0.0,1.0,8.5,W,41,W,SSW,19,71,53,1,3,14.9,No,Yes
8.0,15.7,6.6,3.2,4.1,W,41,W,SSW,19,73,54,7,4,15.5,Yes,No
6.0,14.7,0.4,1.0,5.0,W,41,W,SSW,28,64,69,1,5,13.6,No,No
8.0,18.2,0.2,2.0,5.8,W,41,W,S,20,75,62,2,7,16.4,No,Yes
9.6,18.3,4.6,2.6,3.9,W,41,W,SE,22,81,54,7,5,17.6,Yes,No
10.2,16.9,0.0,1.0,6.2,W,41,W,SE,11,83,64,3,5,15.5,No,Yes
9.2,17.0,16.0,3.8,3.2,W,41,W,SE,15,90,69,6,7,15.5,Yes,Yes
9.3,16.9,2.4,1.6,3.2,W,41,W,E,13,86,49,6,7,16.6,Yes,Yes
11.2,15.2,2.6,1.6,0.8,W,41,N,NNE,4,96,90,8,8,14.4,Yes,Yes
11.4,16.2,24.2,1.4,0.6,W,41,NW,N,6,93,77,6,7,15.8,Yes,Yes
12.0,21.1,3.4,3.8,5.8,W,41,W,NNE,22,97,62,4,7,21.0,Yes,Yes
12.8,20.7,6.6,0.2,5.8,W,41,W,W,7,96,37,7,2,20.5,Yes,No
9.6,20.9,0.0,3.8,10.3,W,41,N,NW,11,62,35,1,1,20.6,No,No
9.1,15.7,0.4,4.0,7.3,W,41,W,WSW,24,49,36,5,5,15.1,No,Yes
10.3,17.3,16.4,4.0,6.6,W,41,W,E,15,75,62,7,4,15.5,Yes,No
8.3,18.9,0.0,4.0,10.2,W,41,W,W,15,75,44,1,1,18.7,No,No
7.1,16.9,0.0,3.8,8.3,W,41,NNW,W,17,57,33,3,5,15.8,No,No
7.6,17.0,0.0,2.4,10.3,W,41,W,S,19,56,40,1,2,15.7,No,No
6.8,16.1,0.0,4.2,10.2,W,41,W,S,26,58,50,1,5,15.5,No,No
6.4,17.2,0.0,3.0,10.3,W,41,W,E,20,73,50,3,1,15.2,No,No
7.2,17.1,0.0,2.6,8.9,W,41,W,E,15,83,58,2,1,17.0,No,Yes
9.3,16.4,2.8,2.4,0.0,W,41,WSW,NNE,2,93,90,8,8,16.2,Yes,Yes
12.2,18.0,4.6,0.6,6.0,W,41,NW,WNW,19,59,35,7,3,17.4,Yes,No
10.7,16.7,0.2,6.6,5.9,W,41,W,W,35,55,47,2,7,15.0,No,No
9.9,18.3,0.0,2.6,10.6,W,41,W,S,26,54,44,1,1,17.0,No,No
8.2,21.8,0.0,4.2,10.7,W,41,N,N,11,69,36,0,0,21.4,No,No
12.8,20.1,0.0,6.4,7.3,W,41,NNW,WNW,22,53,37,6,2,20.0,No,No
12.6,18.8,0.4,4.0,10.7,W,41,W,W,24,44,31,1,1,18.3,No,No
7.6,17.6,0.0,4.4,10.4,W,41,W,E,26,44,26,1,3,15.9,No,No
6.5,19.9,0.0,4.2,6.6,W,41,W,NE,13,69,53,3,5,17.7,No,Yes
9.3,24.6,2.2,5.0,10.8,W,41,NNW,WNW,22,57,23,1,1,24.4,Yes,No
11.3,19.3,0.0,6.2,10.8,W,41,WNW,WNW,11,45,26,1,1,19.2,No,No
8.8,16.7,0.0,5.6,10.9,W,41,WNW,W,20,44,33,1,2,16.7,No,No
8.4,17.3,0.0,4.6,9.4,W,41,W,E,22,58,48,1,5,15.7,No,No
11.2,15.0,0.0,3.6,1.0,W,41,NW,NE,6,77,65,7,7,13.9,No,No
10.9,19.8,0.0,2.2,10.3,W,41,W,WNW,17,53,28,1,2,19.6,No,No
11.5,18.1,0.0,6.0,10.4,W,41,SW,WNW,17,36,24,1,1,17.2,No,No
10.3,18.0,0.0,6.4,8.9,W,41,NW,W,19,48,33,3,3,16.4,No,No
10.3,19.2,0.0,5.8,8.4,W,41,WNW,WNW,20,47,35,5,3,18.8,No,No
9.2,17.5,0.0,4.0,10.9,W,41,W,S,20,52,40,1,1,16.5,No,No
10.5,17.6,0.0,2.2,8.2,W,41,W,E,4,70,56,3,2,16.8,No,No
11.5,20.0,0.0,3.2,9.7,W,41,W,NE,9,71,60,1,5,18.4,No,No
14.9,25.9,0.0,6.4,3.3,W,41,W,E,15,53,33,6,7,24.1,No,No
16.6,18.1,0.8,3.8,0.0,W,41,W,E,15,77,74,8,7,17.8,No,Yes
13.7,17.6,3.2,1.8,0.0,W,41,W,E,15,80,64,8,7,16.5,Yes,Yes
15.2,20.3,7.4,2.8,0.0,W,41,W,E,15,90,84,8,8,19.0,Yes,No
16.4,21.3,0.6,5.6,11.3,W,41,W,E,15,44,35,1,2,20.4,No,No
11.5,20.4,0.0,8.0,8.4,W,41,W,E,15,45,33,1,6,18.9,No,No
10.4,16.8,0.0,3.2,10.3,W,41,W,S,15,54,51,2,3,16.1,No,No
8.2,18.3,0.0,4.0,10.7,W,41,W,ESE,15,58,54,1,1,17.2,No,No
9.7,18.4,0.0,4.0,2.4,W,41,W,NW,2,77,56,6,8,18.0,No,Yes
11.0,24.5,2.4,2.0,5.4,W,41,W,W,9,82,34,6,7,21.2,Yes,No
11.1,19.9,0.8,4.4,10.9,W,41,W,E,20,46,44,1,1,17.5,No,No
9.2,18.9,0.0,3.8,10.0,W,41,W,NE,15,64,61,3,5,17.6,No,No
13.3,23.9,0.0,4.2,6.9,W,41,W,W,13,64,24,5,3,23.3,No,No
13.9,18.1,0.0,5.4,1.7,W,41,ESE,ESE,28,70,87,6,8,15.7,No,Yes
10.4,21.2,0.0,5.0,9.6,W,41,W,WNW,24,42,30,5,2,20.8,No,No
9.5,19.3,0.0,6.4,11.2,W,41,W,ENE,20,41,33,2,5,17.2,No,No
9.6,23.3,0.0,5.0,11.0,W,41,W,ESE,17,48,45,1,1,19.5,No,No
11.7,18.1,0.0,4.0,4.1,W,41,W,ENE,11,56,66,6,7,17.3,No,No
11.1,20.1,0.0,3.6,9.1,W,41,W,E,13,66,65,4,5,18.5,No,No
11.6,23.7,0.0,3.0,8.2,W,41,W,SSE,15,82,66,0,5,20.4,No,Yes
13.0,20.1,1.8,4.6,9.5,W,41,W,E,11,75,61,3,1,18.1,Yes,No
15.2,19.0,0.2,5.0,1.1,W,41,SE,E,13,69,63,7,7,17.3,No,No
13.7,21.1,0.0,3.2,10.7,W,41,NNW,NE,13,67,69,0,0,20.2,No,No
13.4,26.9,0.0,5.4,8.0,W,41,W,ESE,9,58,33,4,7,24.8,No,No
13.1,22.0,0.0,5.4,10.8,W,41,W,E,6,57,74,1,3,19.7,No,No
12.7,19.6,0.0,2.6,0.0,W,41,E,ENE,13,70,82,5,4,16.5,No,Yes
15.0,19.7,14.2,1.0,1.2,W,41,ENE,E,19,93,77,5,4,18.9,Yes,Yes
15.3,20.6,12.0,4.0,2.3,W,41,E,E,7,83,72,5,4,19.9,Yes,Yes
17.8,28.9,2.0,4.0,10.8,NNW,41,NNW,E,22,63,48,5,4,26.6,Yes,No
19.5,24.7,0.0,7.8,0.2,NNW,76,NE,NE,13,66,73,5,4,21.8,No,No
11.7,16.1,0.8,3.4,9.3,WNW,85,W,W,46,34,28,5,4,15.2,No,No
9.9,24.0,0.0,6.6,12.1,W,41,W,SSE,24,44,30,5,4,23.3,No,No
12.9,20.3,0.2,3.0,10.9,ENE,37,W,E,11,70,57,3,1,19.8,No,No
13.3,21.5,0.0,6.6,11.0,ENE,41,W,ENE,11,75,58,2,5,21.3,No,No
15.3,23.0,0.0,5.6,11.0,NNE,41,W,ENE,6,70,63,1,4,22.2,No,No
15.8,27.2,0.0,8.0,6.9,NW,52,W,WSW,7,59,82,5,4,19.3,No,Yes
14.1,15.7,30.6,7.4,0.0,SSE,48,SSE,S,22,92,75,5,4,15.7,Yes,Yes
12.9,26.7,0.2,3.8,12.1,NE,33,W,ENE,13,73,56,1,5,22.5,No,No
14.8,23.8,0.0,6.8,9.6,SSE,54,SSE,SE,13,76,69,2,7,20.6,No,Yes
16.4,21.4,1.8,5.4,8.9,ESE,33,SE,ESE,17,65,53,5,4,20.2,Yes,No
14.5,22.1,0.2,6.2,1.8,ENE,31,WNW,ENE,11,82,59,7,7,20.5,No,No
16.2,24.4,0.0,3.2,9.9,NE,56,N,NE,9,70,64,5,4,23.8,No,No
19.3,24.7,0.0,7.2,5.5,NE,50,NE,NE,19,81,64,5,4,24.2,No,Yes
18.1,20.4,5.2,6.6,0.1,SSE,48,S,SSE,22,78,77,8,8,18.6,Yes,Yes
11.8,17.9,32.6,3.8,1.7,WSW,54,W,SSE,31,77,59,5,7,17.8,Yes,No
12.0,23.9,0.2,4.0,11.9,SE,44,W,ESE,13,65,54,1,3,20.7,No,No
14.4,18.1,0.4,5.4,2.8,ESE,48,S,SE,15,83,68,7,7,17.6,No,Yes
13.4,19.2,8.4,8.4,2.7,SE,46,SE,SSE,17,67,53,7,7,17.8,Yes,Yes
13.6,18.8,26.0,4.8,2.5,ESE,37,SSW,SSE,7,93,81,5,4,16.7,Yes,Yes
13.4,23.3,8.8,3.6,10.9,NE,37,WNW,E,13,77,59,5,4,20.7,Yes,No
16.1,26.3,0.0,5.8,7.9,SW,74,E,NNE,7,64,52,3,7,23.8,No,Yes
17.2,23.6,5.6,11.2,7.0,SSE,37,SSE,E,22,80,54,7,8,23.2,Yes,No
18.2,24.5,0.0,3.2,6.0,N,52,WNW,ENE,6,87,72,5,7,23.5,No,Yes
19.7,27.2,8.6,7.2,9.3,E,30,ESE,E,7,77,43,5,3,25.0,Yes,No
20.5,30.4,0.0,9.0,10.2,NNE,50,ENE,NNE,13,70,56,5,4,27.2,No,No
22.3,23.9,0.0,10.4,0.0,SSE,30,SW,SE,9,70,95,5,4,19.4,No,Yes
17.4,23.5,21.0,1.0,7.9,ESE,35,S,SSE,13,82,65,7,3,22.8,Yes,No
17.1,22.3,0.4,6.6,4.2,SSE,28,S,E,17,80,61,7,6,21.0,No,No
16.8,23.4,1.0,3.6,8.8,NE,35,N,NE,7,65,59,3,6,22.6,No,No
16.7,20.0,0.0,8.0,0.4,SSE,67,S,SSE,26,71,58,7,8,18.5,No,No
16.5,24.0,0.0,9.0,11.4,NE,44,WNW,E,4,82,54,6,2,23.2,No,No
17.5,24.7,0.0,11.0,12.6,NE,56,NNE,NE,17,60,58,2,1,24.1,No,No
18.5,26.0,0.0,8.8,12.1,NE,44,E,NE,17,67,53,1,1,25.2,No,No
18.9,24.1,0.0,11.6,9.0,NE,37,E,E,13,62,72,5,7,22.4,No,No
18.2,25.8,0.0,6.0,10.8,NNE,63,E,NE,6,77,56,5,4,25.5,No,No
19.0,23.5,0.0,10.8,0.0,NNE,44,NE,NE,9,73,64,5,4,23.0,No,Yes
16.8,21.5,5.8,3.4,0.0,SSW,56,SSW,S,30,85,77,5,4,20.8,Yes,Yes
16.4,21.6,5.6,1.8,0.9,SSW,44,S,SSE,11,94,91,8,8,20.2,Yes,Yes
17.2,20.1,27.6,3.4,0.0,E,43,ENE,E,30,94,89,8,8,19.9,Yes,Yes
18.5,24.3,21.0,1.8,5.4,ENE,44,ENE,ENE,17,91,78,8,7,22.7,Yes,No
19.8,24.4,0.2,5.2,8.7,ENE,43,NNE,E,17,70,74,2,6,23.2,No,No
19.6,22.7,0.0,7.4,1.6,NE,31,NNW,E,6,84,80,5,4,22.0,No,Yes
20.4,25.7,1.0,5.8,11.4,ESE,28,ESE,ESE,7,74,67,5,5,25.5,No,No
21.0,26.0,0.0,8.0,13.2,ENE,43,E,ENE,19,73,63,6,3,25.4,No,No
20.8,26.3,0.0,7.6,12.2,NE,63,NE,NE,15,67,68,3,5,25.7,No,No
22.0,30.7,0.0,10.4,2.6,N,31,NE,SSE,13,80,62,7,8,28.3,No,No
22.8,29.6,0.0,4.8,4.3,S,46,WSW,E,17,74,72,8,7,24.0,No,No
17.2,26.9,0.0,6.8,13.4,NE,39,W,ENE,13,46,56,5,4,23.4,No,No
17.8,30.8,0.0,9.2,13.3,SSW,46,W,ENE,6,47,40,5,4,26.1,No,No
18.5,26.3,0.0,10.2,12.8,SSW,44,SSW,ESE,15,62,51,2,1,25.5,No,No
20.0,25.6,0.0,6.0,10.7,NNE,43,E,E,11,71,69,4,4,24.7,No,No
21.7,26.4,0.0,7.6,3.9,SSE,52,ENE,NNW,4,72,91,5,8,20.6,No,Yes
18.0,26.4,7.6,5.8,3.8,NW,41,SSW,ESE,6,75,71,8,6,23.0,Yes,No
19.6,25.5,0.0,7.8,4.1,W,57,NW,NW,24,57,44,5,4,25.4,No,No
18.5,27.3,0.0,5.0,5.0,WSW,65,N,N,15,69,44,5,4,26.4,No,Yes
13.3,21.7,4.8,9.2,11.6,W,72,W,W,41,42,32,1,2,21.3,Yes,No
15.4,27.8,0.0,8.4,13.5,W,52,WNW,WNW,26,36,26,1,1,27.1,No,No
17.7,25.7,0.0,9.2,12.7,SE,41,SE,SSE,19,71,61,5,5,25.2,No,No
19.1,27.0,0.0,8.4,7.5,SSE,59,W,E,9,72,57,6,5,26.2,No,No
18.7,24.1,0.0,8.0,8.0,SE,44,ESE,ESE,19,65,47,5,4,23.6,No,No
16.0,26.3,0.0,7.0,12.5,ENE,43,W,NE,0,69,61,5,4,25.5,No,No
20.8,31.3,0.8,8.0,3.5,SSE,76,W,WNW,20,88,56,5,4,28.7,No,Yes
18.4,19.9,17.0,11.8,0.3,SSE,57,SSW,SSE,15,88,78,5,4,18.9,Yes,Yes
15.4,21.2,1.8,5.4,2.5,SSE,39,SSE,ESE,11,59,50,5,4,20.7,Yes,No
17.3,24.7,0.0,5.2,12.7,NE,48,WSW,NE,4,66,56,5,4,24.1,No,No
20.0,26.5,0.0,8.6,13.1,E,30,E,E,7,64,63,5,4,24.8,No,No
21.4,27.2,0.0,8.8,11.7,NE,46,ESE,ENE,7,78,65,5,4,26.4,No,No
20.5,29.0,0.0,10.0,10.8,NE,39,E,ENE,13,69,58,5,4,27.1,No,No
20.7,28.0,0.0,10.6,8.6,S,52,SE,SSE,9,72,62,5,4,26.6,No,Yes
18.9,21.3,5.6,7.2,0.1,SSW,50,S,SSE,17,81,84,5,4,19.2,Yes,Yes
17.3,22.6,3.0,5.0,1.9,SSE,35,SSW,SE,20,74,60,5,4,21.8,Yes,No
17.2,23.4,0.0,5.4,7.2,S,26,WNW,E,6,64,57,5,4,23.0,No,No
19.5,26.8,0.0,5.2,12.3,S,41,S,S,20,72,57,5,4,24.9,No,Yes
19.9,26.5,7.6,6.4,4.8,ESE,33,SSE,E,9,88,67,5,4,26.5,Yes,Yes
21.3,26.7,6.6,5.2,10.3,ENE,31,ENE,E,11,68,62,5,4,26.4,Yes,Yes
22.0,27.0,9.4,4.6,7.5,E,44,ENE,E,22,82,67,5,4,26.6,Yes,Yes
21.5,26.2,5.4,7.0,6.6,E,48,ENE,E,20,80,65,5,4,26.0,Yes,No
21.8,25.2,0.4,6.6,0.8,ENE,44,E,NE,20,71,79,5,4,24.3,No,Yes
22.3,27.9,1.6,4.4,5.6,NE,54,ENE,NE,13,79,71,5,4,26.4,Yes,No
23.3,26.6,0.2,10.6,1.9,ENE,44,NE,ENE,15,75,65,5,4,24.9,No,No
21.8,27.9,0.2,4.6,9.8,NNE,54,NNE,NE,19,56,53,5,4,27.6,No,No
22.0,30.4,0.6,11.4,1.6,NNE,37,N,ENE,9,87,61,5,4,29.6,No,No
22.1,28.1,0.2,4.2,7.9,SSW,30,S,ESE,11,86,65,5,4,28.0,No,No
21.4,29.8,0.0,8.8,9.6,S,52,E,SSE,13,65,68,5,4,26.3,No,No
20.0,26.1,0.0,8.0,7.3,E,31,S,ESE,13,68,57,5,4,24.8,No,Yes
19.3,25.4,7.2,5.6,3.6,E,44,S,ENE,17,83,73,5,4,24.5,Yes,No
21.5,27.3,0.2,5.8,12.3,E,39,E,ENE,20,62,55,5,4,26.3,No,Yes
20.7,26.9,5.6,8.2,12.4,NE,41,ESE,ENE,4,66,60,5,4,26.3,Yes,No
20.5,28.4,0.0,10.2,11.7,ENE,31,NE,E,13,64,55,5,4,26.7,No,No
21.4,28.3,0.0,11.0,10.2,NNE,50,NNE,NE,20,57,57,5,4,26.1,No,No
21.0,35.4,0.0,10.8,7.5,SSW,69,NNE,NW,11,56,36,5,4,32.4,No,No
21.7,28.5,0.0,10.6,10.2,S,50,WSW,ENE,4,70,64,5,4,27.2,No,No
22.9,31.4,0.0,7.0,9.3,SSE,46,ESE,E,11,85,73,5,4,27.7,No,No
22.5,28.4,0.0,7.2,6.3,S,43,S,E,9,79,71,5,4,27.3,No,No
22.5,24.3,0.0,7.2,4.3,SE,41,SSE,SSE,20,70,59,5,4,24.1,No,No
19.8,25.0,0.0,7.8,8.2,E,39,ENE,ENE,11,76,48,5,4,24.6,No,No
17.8,28.2,0.0,8.4,12.8,NNE,43,NNW,ENE,15,64,56,5,4,27.5,No,No
22.2,31.6,0.0,9.2,12.8,ENE,33,ENE,ENE,2,72,49,5,4,30.0,No,No
22.7,33.5,0.0,12.0,12.3,NNE,37,W,NE,7,65,49,5,4,31.8,No,No
26.1,31.2,0.0,12.8,11.0,NE,35,SSE,E,13,59,70,5,4,28.4,No,No
25.1,37.5,0.0,10.2,5.7,SSW,70,SSE,SSW,11,58,54,5,4,33.6,No,No
24.0,33.7,0.0,5.2,6.8,ENE,43,N,ENE,7,72,73,5,4,27.8,No,No
24.2,41.5,0.0,8.4,12.4,NNW,56,NW,NNW,24,46,22,5,4,40.9,No,No
27.6,35.6,0.0,16.6,2.6,SSE,67,W,S,2,56,77,5,4,22.8,No,No
18.0,23.0,0.2,6.8,0.0,S,35,WSW,SE,13,64,58,5,4,22.6,No,No
18.7,25.3,0.2,4.8,3.9,ESE,30,WNW,ESE,11,67,52,5,4,24.2,No,No
18.1,24.5,0.4,5.2,6.0,E,33,SSW,ENE,13,69,83,5,4,21.6,No,No
20.4,25.7,0.0,7.2,4.7,NNE,41,W,E,7,85,70,5,4,24.3,No,No
21.0,29.2,0.2,5.0,8.0,SSW,39,NNE,ENE,7,63,60,5,4,28.3,No,Yes
22.7,23.1,1.4,8.6,0.0,S,52,S,S,30,87,76,5,4,22.2,Yes,Yes
19.5,22.8,9.6,2.4,0.0,SSE,54,SSW,S,11,83,88,5,4,21.3,Yes,No
20.6,24.2,0.4,4.0,0.1,SSE,41,SE,SE,20,59,59,5,4,23.6,No,No
18.3,25.0,0.0,6.6,3.0,ESE,31,WNW,ESE,9,84,54,5,4,24.0,No,Yes
19.8,26.7,2.2,3.6,3.9,NE,28,WNW,E,15,81,64,5,4,25.7,Yes,No
20.9,28.7,0.0,6.4,8.3,NNE,31,NNW,E,11,80,67,5,4,26.8,No,No
22.6,27.6,0.0,5.0,3.8,S,43,S,SE,20,83,70,5,4,27.0,No,No
22.4,30.1,0.0,4.4,7.8,NNE,44,NNE,NE,15,79,67,5,4,28.4,No,No
25.0,33.2,0.0,7.2,9.5,ESE,28,E,SE,6,61,49,5,4,32.0,No,No
20.0,24.9,0.0,8.2,4.3,S,65,SSE,SE,17,82,62,5,4,24.4,No,No
19.1,21.7,0.4,9.0,3.2,SSE,50,SSE,SSE,22,57,78,5,4,19.2,No,Yes
17.3,26.6,1.8,4.2,7.3,SSE,33,W,SSE,13,77,45,5,4,26.1,Yes,No
16.6,26.1,0.4,5.0,12.0,ENE,35,W,E,17,71,49,5,4,24.9,No,No
18.0,28.0,0.0,7.4,7.6,E,30,WNW,NNE,7,75,41,5,4,27.1,No,No
20.9,27.2,0.0,7.6,11.1,ENE,41,WNW,E,4,80,65,5,4,26.8,No,No
20.3,30.3,0.0,8.0,1.4,SSW,37,W,WNW,17,74,63,5,4,26.9,No,No
22.2,28.8,0.8,5.0,2.4,N,46,NE,ENE,13,83,65,5,4,26.1,No,No
22.7,33.6,0.6,4.4,1.9,SSE,54,W,WNW,9,53,39,5,4,32.5,No,No
19.4,21.8,0.0,9.2,0.0,SSE,43,ESE,E,19,58,59,5,4,21.2,No,No
17.4,31.7,0.0,2.2,10.5,ESE,33,W,SE,20,77,35,5,4,29.5,No,No
19.1,25.8,0.0,8.0,9.4,SSE,46,W,E,9,72,63,5,4,25.4,No,No
18.1,23.2,0.2,8.2,0.6,ESE,43,SSE,ESE,22,70,50,5,4,22.2,No,No
18.0,23.6,0.2,8.2,2.9,ESE,35,SSE,E,17,48,44,5,4,22.2,No,No
17.0,24.4,0.0,4.8,10.1,ENE,33,ESE,E,9,67,48,5,4,23.8,No,No
17.6,25.8,0.2,6.8,10.4,NNE,48,W,NE,7,71,60,5,4,25.2,No,No
20.7,30.8,0.0,8.0,2.3,NW,24,W,NW,6,77,38,5,4,30.6,No,No
21.8,27.4,0.0,6.2,0.0,SE,24,W,ENE,6,70,68,5,4,25.2,No,No
22.0,26.7,0.0,3.6,1.8,ESE,22,S,ESE,7,86,76,5,4,25.3,No,No
20.6,28.1,1.0,3.2,9.8,W,41,N,E,4,82,69,5,4,26.1,No,No
21.8,27.7,0.2,6.4,10.7,W,41,N,NE,9,76,60,5,4,27.2,No,No
21.3,27.5,0.0,8.0,3.2,S,59,WNW,S,11,76,79,5,4,22.3,No,No
17.5,24.5,0.8,4.0,3.4,W,28,WNW,SE,13,82,62,5,4,24.5,No,No
19.3,28.3,0.0,3.2,7.7,ESE,33,W,SE,11,77,65,5,4,25.3,No,Yes
20.6,26.8,5.6,5.8,5.9,S,31,S,SE,17,85,66,5,4,25.8,Yes,No
20.0,25.2,0.0,5.4,0.9,ESE,39,SSW,SSE,19,81,67,5,4,24.8,No,Yes
19.4,24.0,10.4,5.2,0.9,ESE,46,ESE,ESE,24,86,84,5,4,22.9,Yes,Yes
18.8,23.5,99.4,4.8,3.3,E,59,ESE,ESE,22,92,81,5,4,22.2,Yes,Yes
19.4,24.8,20.8,5.2,2.6,ENE,57,E,E,26,95,82,5,4,24.0,Yes,Yes
21.1,27.4,27.8,1.6,10.2,ENE,24,WNW,ENE,9,95,73,5,4,26.2,Yes,No
19.9,30.8,0.8,5.8,11.0,W,39,W,W,19,75,41,5,4,29.6,No,No
18.2,27.1,0.2,8.6,10.8,WNW,57,NW,WNW,28,50,36,5,4,26.3,No,No
17.7,26.7,0.0,8.8,8.0,W,46,W,S,28,50,42,5,4,24.8,No,No
17.7,20.6,0.0,5.2,0.4,S,56,SSW,S,28,71,77,5,4,18.6,No,Yes
16.1,20.5,5.0,5.4,2.5,SSE,41,WNW,SSW,17,89,87,5,4,18.4,Yes,Yes
15.9,24.2,5.8,1.6,3.2,E,33,W,E,15,91,59,5,4,23.5,Yes,Yes
17.1,24.8,10.8,1.8,8.3,NE,43,WNW,NE,4,94,59,5,4,24.3,Yes,No
17.8,27.7,0.0,6.6,9.2,WSW,41,WNW,E,13,78,61,5,4,26.0,No,Yes
20.1,21.3,1.8,5.2,0.5,SSE,43,SSE,SE,22,78,68,5,4,20.9,Yes,Yes
14.8,22.9,3.6,0.8,8.8,SSW,28,WNW,S,19,84,57,5,4,21.6,Yes,No
12.9,18.4,0.0,3.8,0.5,W,31,W,WNW,20,87,75,5,4,18.1,No,No
14.0,18.5,0.6,2.4,0.0,S,41,W,SSW,15,90,66,5,4,18.5,No,No
13.0,21.8,0.4,0.2,9.1,W,41,W,S,24,72,54,5,4,20.7,No,No
11.7,19.5,0.2,4.6,7.4,SSW,50,SW,SSW,24,63,51,5,4,18.8,No,No
10.1,19.6,0.0,4.4,8.7,SSE,33,W,S,19,69,48,5,4,18.4,No,No
